word,embedding
2047,"[-1.0556461e-03  4.2128684e-03  1.9245930e-03 -3.5034195e-03
 -2.3875947e-03  4.6174321e-03 -2.1542227e-04 -2.2662706e-03
 -2.1138056e-03  1.1633819e-04  3.8791236e-03  4.9234261e-03
 -3.2781733e-03  1.7421891e-03 -4.1152085e-03 -3.1641575e-03
 -4.3681059e-03 -8.4661564e-04  1.4749584e-03 -1.5619473e-03
 -2.0110176e-03  5.6588050e-04  4.1638687e-03 -2.0109287e-04
 -3.7910434e-04  4.5468002e-03 -1.8894832e-03 -4.7242809e-03
 -4.6726088e-03 -4.2138277e-03  2.3223408e-03  2.5666112e-03
 -2.7008143e-03  3.8387009e-03  2.5960614e-03  4.3916400e-03
  3.8460281e-03  3.7520833e-03 -2.4632791e-05  4.7928602e-03
 -3.4262086e-03 -4.0662163e-03  3.1295628e-04  9.0636907e-04
  3.0427696e-03 -1.1753952e-03 -4.6121082e-03 -2.7996846e-03
  1.6522027e-03 -5.6356803e-04  3.6218821e-03 -4.8110308e-03
 -1.2308711e-03  2.6664198e-03  4.7289156e-03  5.0761243e-03
 -2.9938689e-03 -5.0196224e-03 -4.3249344e-03  3.0579143e-03
 -3.5508492e-03  1.2404930e-03  7.0457230e-04 -3.4725070e-03
 -4.7495772e-04 -2.9861175e-03  5.3956085e-03 -7.6630013e-06
  1.7462966e-03 -4.6808636e-03 -5.8049627e-04  3.7688899e-03
  1.1185284e-03  1.5870030e-03 -1.7154190e-03 -4.1372599e-03
 -3.9110080e-05  1.8839304e-03 -1.5532171e-03  2.7718914e-05
 -2.3054269e-03  4.4969278e-03 -3.3011374e-03 -4.1652950e-03
  4.3710321e-03  2.4774733e-03 -2.9110967e-03 -4.0722652e-03
 -2.1118454e-03  4.3466990e-03  2.6441137e-03  4.0806155e-03
 -4.8597991e-03  1.2726879e-03  8.0301974e-04 -1.2474844e-03
  3.3958347e-03  4.4698333e-03 -4.7343485e-03  4.4120005e-03]"
infra,"[ 2.3457846e-03  2.7120418e-03 -2.2622349e-04  9.8337233e-04
  4.1180165e-03 -3.1511113e-03 -2.3915996e-03 -2.8847437e-03
  4.8477305e-03  3.6725018e-03  1.7598808e-03 -9.0515787e-05
  5.1681912e-03  2.7381745e-03 -2.4775844e-03  1.2294046e-03
 -1.6119018e-03 -2.9626585e-04 -1.1888230e-03 -1.7375700e-03
 -3.6570439e-03 -1.1229654e-03 -2.7028885e-04 -2.3269998e-03
  4.5988816e-03  3.8993128e-03 -3.1268566e-03 -3.5998324e-04
 -6.2938995e-04 -2.8007391e-03 -1.2101282e-03 -1.1305368e-03
  3.0455957e-04 -7.2684808e-04 -1.5654411e-03 -3.5538811e-03
  4.9354613e-04 -2.1037415e-03  3.4887365e-03 -3.3674019e-03
 -5.6782264e-05  1.8009677e-03  2.9896260e-03 -4.8192944e-03
 -4.1681165e-03 -2.7835695e-03  3.7306796e-03 -1.8345693e-03
 -1.8642191e-04  8.3157205e-04  1.4768866e-03 -6.8979600e-04
  4.2940169e-03 -4.6028066e-03 -3.8805648e-03 -4.0968922e-03
  2.2413270e-03  2.2202649e-03 -2.3780300e-03  8.3781377e-04
  4.8626983e-03  1.1879606e-03 -2.6965695e-03 -4.0873205e-03
 -3.9136419e-03  1.0648974e-03  3.8654933e-04 -1.9272107e-03
  5.4250588e-04  2.2804840e-04 -4.9715340e-03  1.1309669e-03
 -3.9521009e-03 -1.5263706e-03  3.8386795e-03  2.5102501e-03
  3.4983065e-03 -2.9375558e-03 -8.3058083e-04 -4.1633169e-03
  4.2644972e-03 -1.4850359e-03 -2.9071358e-03 -3.1432179e-03
  3.0796886e-03  4.0470487e-03  2.3864408e-03  6.9786147e-05
  2.0656495e-03  4.6856556e-04 -4.8874305e-03 -1.7428257e-03
  9.0045505e-04 -3.6457228e-03  1.4567272e-03 -8.8558649e-04
  1.1847048e-03 -3.5920269e-03  1.5770530e-03 -1.5781747e-04]"
⬆️,"[ 5.0246576e-03  9.0326474e-04 -3.4240352e-03  4.0682890e-03
 -1.8168527e-03 -1.1590644e-03  4.5451758e-04  4.1888808e-03
 -3.7072513e-03  2.0939019e-03  5.9889379e-04  1.9651363e-03
 -1.2111922e-03 -4.6897265e-03  3.1660434e-03 -2.0421098e-03
 -5.2374357e-04  2.4559980e-03  3.3148317e-05  1.0201301e-03
  3.6494047e-03 -3.4683060e-03  4.1446369e-03 -6.6932308e-04
 -5.1648803e-03 -4.5100832e-03 -2.0421203e-03 -1.6833940e-03
  2.2358634e-03 -4.9434195e-04  2.0515302e-04  6.2660698e-04
  2.2285171e-03  4.7292514e-03  3.4051023e-03  1.4314126e-03
 -2.9006088e-03 -1.5305609e-03  3.2080943e-03  2.1393390e-03
  2.5977909e-03 -1.1438921e-03  1.3831968e-04  4.9628755e-03
  2.0787870e-03 -4.7122999e-03 -4.9146330e-03  1.1654014e-03
 -5.0547123e-03 -4.3983627e-03 -4.3074517e-03  1.4515810e-03
  2.0989254e-03 -2.8335049e-03  4.3878490e-03 -2.3882110e-03
  4.5063435e-03 -1.7839684e-03  1.8751160e-03 -2.9179349e-03
  1.6920472e-03  2.1849498e-03  4.6005426e-03  4.2635761e-03
  4.7734971e-03  2.5201233e-03 -2.7530713e-04 -2.6136220e-03
 -1.0822050e-03  1.9001348e-03 -3.7848717e-03 -4.2368830e-03
  5.0815176e-03 -1.0239450e-03  4.3068989e-03 -4.2813774e-03
  3.5600907e-03 -2.5611324e-03  4.1437612e-04  4.5823464e-03
  4.3770851e-04 -1.0590884e-03  4.1786282e-04  7.5626245e-04
  1.2888409e-03 -5.1280926e-03  5.3307842e-03 -1.0726056e-03
 -9.8221772e-04 -1.4829343e-03 -1.4586543e-03  2.1343984e-04
 -1.4517445e-04 -8.5149478e-04 -4.6969461e-03  5.5415146e-03
  1.9946622e-03  2.7077626e-03 -4.2998279e-03 -8.5155258e-04]"
murli,"[-2.3144826e-03  3.0923457e-04 -1.8199300e-03 -2.9476262e-03
 -4.5013339e-03  2.2887466e-03 -2.6731475e-03  3.0075335e-03
 -5.4246210e-04 -1.7778325e-03 -1.3306946e-03 -3.4068499e-03
  1.9167978e-03  1.4781118e-03  2.3312783e-03  2.2004324e-03
 -2.4128376e-04  1.2320253e-03 -3.3346512e-03  1.8496496e-03
 -4.8909299e-03 -3.1707766e-03  1.7439385e-03 -2.1280237e-03
  2.9191710e-03  1.7982090e-03  7.2428474e-04  4.2908206e-03
 -3.2402899e-03 -1.2854449e-04 -8.5397705e-04 -2.2477987e-03
 -3.0046112e-03  1.1594425e-03 -3.7728914e-03 -4.3673366e-03
  2.0718342e-03  9.3886838e-04 -1.5388980e-03  1.2770834e-03
 -7.0784573e-04  3.7661058e-04  1.0558885e-03  3.4239795e-03
  2.5277073e-03  1.8112173e-03 -4.4432853e-04 -7.7505899e-04
  4.6278187e-03 -9.5971664e-05  3.3832840e-03  6.7988777e-04
 -1.3215317e-03  3.0402523e-03  1.0587014e-03 -3.4341486e-03
  5.3365030e-03  2.8031638e-03  3.8936064e-03  1.0037802e-03
  1.9174801e-04 -1.7131214e-03  4.0398124e-03  3.2094368e-03
  4.5558633e-03 -8.9188130e-04  2.6060145e-03  2.2069381e-03
 -1.9476338e-03 -2.9481922e-03 -4.0322603e-03 -2.2360508e-03
 -6.6082581e-04 -1.0697161e-03 -4.0140646e-03 -4.7998447e-03
 -6.5235829e-04  1.7671676e-04 -5.0853575e-03 -3.3343220e-03
  4.2170375e-03 -2.5912488e-04  2.2538267e-03 -2.1276737e-03
  4.7364971e-03 -5.0762910e-03 -9.0157599e-05  2.6170027e-03
  7.5679523e-04 -1.2394291e-03 -7.2790665e-04 -4.1692941e-03
 -4.0823552e-03 -4.4629201e-03 -3.1408765e-03 -8.6724578e-04
 -3.9783269e-03 -4.0225051e-03  3.4744111e-03  1.7902392e-03]"
manohar,"[ 1.1396682e-03  4.9508887e-04 -5.0077764e-03  4.3832674e-03
  1.7825611e-03  4.6099285e-03  3.1622712e-04  4.7904925e-04
  5.9341033e-05 -3.5775668e-04 -3.9507523e-03  1.5152686e-03
  1.8283539e-03  4.0692429e-04 -3.5110838e-03  4.2928103e-03
 -2.8312609e-03  1.6052418e-03  2.2282463e-03 -2.8891140e-03
 -1.5795558e-03 -1.6837162e-03  2.9757149e-03 -3.0129680e-03
  1.8785029e-03 -2.5747505e-03 -3.9604059e-03  1.5446098e-03
 -8.7610976e-04  1.4554611e-03 -2.4653641e-03 -4.4447468e-03
 -4.1965162e-03  1.7766113e-03 -1.3577237e-03 -1.6644827e-04
 -4.7677313e-03 -3.1105019e-03 -4.4924077e-03  7.7320816e-04
 -3.9813379e-03  3.4478935e-03 -7.1067270e-04 -3.6984027e-04
  8.5625314e-04 -1.8282768e-03 -2.4201896e-03  1.5902410e-03
 -1.1089644e-03 -9.4929611e-04 -1.1175891e-03 -3.7608077e-04
 -3.2092507e-03  2.7550576e-04  5.2506998e-03 -2.1145833e-04
  3.6113968e-04  3.5893808e-03  3.9744304e-04 -4.4496888e-03
 -2.2049514e-03 -2.0203076e-03  2.2321739e-03  1.0396391e-03
 -2.7248873e-03  3.4608378e-03  5.2616615e-03  4.3218499e-03
  4.7570737e-03  4.4358652e-03 -2.9842558e-03 -1.1598351e-03
  2.2402455e-04  3.7287406e-03  4.2647761e-03 -3.8174579e-03
  1.8070651e-04 -5.4249004e-03 -4.7784508e-03  9.4259414e-04
  4.4326796e-03 -2.0685981e-03 -2.6024804e-03 -2.9300223e-03
 -4.4975062e-03 -1.2729286e-03 -4.7541302e-04  1.8504438e-03
 -4.5192236e-04 -4.5958981e-03 -2.6392608e-03 -6.1421003e-04
 -1.7774162e-03  3.4392586e-03 -1.5692248e-03  4.8247012e-03
 -4.5666164e-03 -2.6105874e-04  5.8831839e-04 -2.8920702e-03]"
joshi,"[-0.00331427 -0.00289648 -0.00148977  0.00120912  0.00016617  0.00056614
 -0.00383487 -0.00080309  0.00452222  0.00181605 -0.00228513  0.00381434
 -0.00358548 -0.00425708  0.00179047  0.00310781 -0.00183213 -0.00029613
 -0.00305543 -0.00191938 -0.00274152 -0.00034026 -0.00207016  0.00444105
 -0.00118507  0.00112044 -0.00170182  0.00181461 -0.00488016 -0.00287527
  0.00416112 -0.00393523  0.00447627  0.00402229  0.00137282 -0.00269917
 -0.00347232 -0.00354197 -0.00260146 -0.00128714  0.00081764  0.00106081
 -0.00445596 -0.00434037  0.0010834  -0.00087654 -0.00477459 -0.00088298
  0.0026064   0.00225225 -0.0007232  -0.00242786  0.00358721  0.00032889
  0.00092283 -0.00237877  0.00241162  0.00260173  0.00246644 -0.00089806
 -0.00348315  0.00317439 -0.00044301  0.00355992 -0.00362953  0.00153417
 -0.00152382 -0.00127812 -0.00370738  0.00160108 -0.00193143 -0.00443201
  0.00038849  0.00241836  0.00181653 -0.00131119  0.00283838 -0.00224397
 -0.00116895 -0.00274666 -0.00383365  0.00459702  0.00188018 -0.00244363
 -0.00272976 -0.00166658  0.00334418  0.00440001 -0.00151535  0.00084046
  0.00374297  0.00112406 -0.00464517  0.00035525  0.0022184  -0.00320839
 -0.00413081  0.00252409  0.00326134  0.00126817]"
fine,"[ 2.8296344e-03  1.6150975e-03  1.0751198e-03  2.7503790e-03
  1.8550892e-03 -1.3790189e-03  1.2490238e-03 -4.2026220e-03
 -7.3646253e-04 -2.2672419e-03  3.3974105e-03  4.8931930e-03
  2.0670660e-03  1.2460763e-03 -1.7257909e-03  4.0584276e-03
  1.9094414e-03 -4.3045687e-03 -3.2594991e-03  1.5258596e-03
  3.9865454e-03  9.0283505e-04  2.8404265e-03 -3.6634773e-03
 -4.9482300e-03  2.9444990e-03  3.9198558e-04  2.0411576e-03
  2.5437556e-03 -2.3606585e-03 -1.7517667e-04  2.2616084e-03
 -1.9871017e-03  4.1616419e-03  9.3287596e-04 -2.4088047e-05
  3.9868830e-03  1.5372273e-03  4.2922786e-03 -3.4743014e-03
  2.3049377e-03  4.4517387e-03  3.4264387e-03  7.5536047e-04
 -1.9364556e-03 -3.3286700e-03  4.8150467e-03  2.3679244e-03
  7.5434428e-04  4.5529064e-03  1.4925977e-03  2.8636497e-03
 -2.2046675e-03 -3.9688754e-03 -1.4002760e-03 -3.3802646e-03
 -2.9763517e-03 -4.4220746e-03 -2.8993178e-03  7.9365424e-04
 -6.0299988e-04  1.8528313e-04 -3.1262569e-03 -1.4953293e-03
  5.0803958e-03  2.7914674e-03  1.0300040e-03  1.9777631e-03
  4.4897250e-03  1.8887870e-03  2.4700863e-03 -3.9720032e-03
 -2.4147523e-03 -4.1126567e-03 -9.8777912e-04  1.1116809e-03
  1.4443713e-03 -4.8368000e-03 -1.9316617e-03 -3.8523641e-03
 -4.9406993e-03 -3.5359105e-03 -4.9839853e-03  1.4484037e-03
  1.1919069e-03 -3.1682716e-03 -1.1539642e-03  2.5495961e-03
  1.6999833e-03  4.3807388e-03 -4.0524262e-03  2.0681741e-03
 -2.5440776e-03 -1.4504155e-03  4.0000561e-03 -2.2421819e-03
 -3.7174963e-03  4.0069236e-03 -5.5764982e-04 -1.5526789e-04]"
scholar,"[-1.1700325e-03 -3.9540287e-03 -4.3398305e-03 -3.4053137e-03
 -1.7909546e-03 -3.8194447e-03 -8.2916277e-04  8.0174388e-04
 -4.0586651e-03  4.3316064e-03 -3.0808761e-03  1.1195617e-03
  2.8163968e-03  1.1187942e-03 -3.6300137e-03 -2.3152612e-03
  3.8477676e-03 -2.2749321e-03  3.9531845e-03 -3.5810091e-03
 -4.7068815e-03  2.1982969e-04  2.0230990e-03  2.9612812e-03
  2.0494554e-05  3.0088825e-03  3.1367377e-03  2.5301913e-03
  4.3004444e-03 -3.0193678e-03 -3.6743807e-04  1.0665401e-03
 -1.8253330e-03 -2.1623916e-03  5.8397464e-04 -2.6879015e-03
 -2.0923980e-03 -7.1902492e-04 -4.9295058e-03 -3.5007100e-04
 -1.0454264e-03  4.0861322e-03  9.0357615e-04  1.4872854e-03
 -1.9211455e-03  2.5500110e-03  3.1213574e-03  1.3222431e-03
 -1.7896963e-03  8.0167525e-04 -1.8067526e-03 -3.4292671e-04
  3.3171815e-03  3.1430889e-03 -6.0587120e-04 -5.9617002e-04
 -9.0384320e-04  1.7741475e-03  2.3072048e-03 -2.9220777e-03
 -2.7790114e-03  1.0305614e-03  4.3831444e-03 -4.3204697e-03
 -1.3701661e-03  4.8170313e-03 -2.3954963e-04 -5.2733021e-03
  3.4580347e-03  3.8821469e-03  3.5562008e-03 -1.6382135e-03
 -2.2324354e-03  1.3568955e-03 -1.6314586e-03 -2.1109309e-03
  2.7960611e-03 -5.2180924e-03  4.0000915e-03 -4.3220525e-03
 -1.4430239e-04 -2.1679185e-03  1.2032973e-03  3.7142681e-03
  4.0012891e-03  3.6280171e-04  3.8376984e-03  4.0537775e-03
 -1.5752401e-03 -1.1311540e-03  1.9731629e-03  1.1054156e-03
  3.7842521e-03  2.8619468e-03 -1.2981051e-03 -4.3698936e-03
 -2.2660583e-04  2.3080590e-03 -1.8000093e-03 -3.4115100e-03]"
statesman,"[-4.0407479e-03  6.5179751e-04 -8.3710771e-04 -4.6542608e-03
 -1.2619583e-03  2.8944514e-03  4.1230079e-03 -1.3033857e-03
 -3.8154682e-03  6.2806101e-04 -3.5792484e-03 -2.0152417e-03
 -4.0537859e-03 -2.8341953e-03  1.1812438e-03 -2.5347641e-03
  8.0838351e-04 -2.7957598e-03  7.8223580e-05  4.8525156e-03
  3.8212021e-03 -2.5515174e-04  4.4873324e-03  2.0081296e-03
 -3.5400966e-03 -3.8615591e-03  3.1431583e-03  2.2394527e-03
 -2.3079489e-03 -5.4176705e-04 -4.2499159e-03 -4.6075038e-03
  2.3066828e-03 -1.6995876e-03  1.6973210e-03  1.0925627e-03
  1.5046503e-03  3.4498607e-03 -7.1088667e-04 -7.8624510e-04
 -2.9927662e-03  1.2237874e-03 -5.8462436e-04 -1.9627799e-04
  7.9750863e-04  3.2088975e-03 -4.8761093e-03 -3.0393535e-03
 -2.7681477e-03  4.2616311e-03 -4.8523191e-03  1.1277016e-03
 -9.8813407e-04  4.6336632e-03  2.2332233e-03  4.0697264e-03
  9.8462822e-04  2.0685403e-03 -4.2520361e-03 -1.4899822e-03
  2.9334994e-03 -1.4347625e-03 -9.1260765e-04 -1.6404664e-04
  3.2008602e-03  4.2186175e-03 -3.7947919e-03 -3.0476288e-03
 -4.4943611e-03 -7.8910292e-04  1.0884289e-03 -4.3977392e-03
 -5.5747101e-04  2.9191172e-03 -1.5448615e-03  8.6386333e-04
 -6.2851148e-04 -3.4449252e-03  2.4671762e-03 -1.1046840e-03
 -3.1883509e-03 -1.8054214e-03  1.8983729e-03 -4.9667084e-04
 -2.0464456e-03  1.6459546e-03 -2.1973050e-03 -4.5294502e-05
 -7.0109620e-04 -1.2533695e-03  7.8712375e-04  3.1880008e-03
 -2.6406248e-03  1.6540334e-03 -3.4849506e-06  1.2766892e-03
  8.4759819e-04 -3.3793175e-03  6.0237191e-05  4.7832895e-03]"
preserving,"[ 0.0011694   0.00275266 -0.00195031  0.00075514  0.00250784 -0.0038764
  0.00454329  0.00368889 -0.00033758 -0.00388698  0.00085715  0.00376838
  0.00471946  0.00371673 -0.00448454 -0.00313186  0.00353739  0.00070114
 -0.00103693 -0.00012074 -0.00426287 -0.00209357 -0.00153935  0.00110502
 -0.0048415   0.00305274 -0.00300692 -0.00092992  0.00045589  0.00166367
 -0.00363189 -0.00281199  0.00426901 -0.00147955 -0.00069153 -0.00177251
  0.00448646  0.00099381 -0.00308835 -0.00414155 -0.00182275  0.00411069
  0.00284464 -0.00230765 -0.00518772 -0.00274585 -0.00453096  0.00345816
 -0.001665   -0.00084927 -0.00443019 -0.00132427 -0.00133272  0.00015345
  0.00030202  0.00260737 -0.00349117 -0.00024264  0.00479489 -0.00123165
  0.00082089  0.00123838 -0.00379902 -0.00436549  0.00181494  0.0041084
 -0.00071093  0.00437755 -0.004383    0.0018401  -0.00354621  0.00020427
  0.00027927 -0.00019702 -0.00145365 -0.00409131 -0.00375746  0.00329291
  0.00195163  0.00135586  0.00397244  0.00385485 -0.00523885 -0.0027768
 -0.00391254  0.00064084  0.00384713  0.00043743  0.00125645  0.00478571
  0.00428714 -0.00408261 -0.00368747  0.00304919  0.00184141 -0.00374068
 -0.00475208 -0.00172077  0.00263441  0.00269864]"
exemplary,"[-4.5677749e-03 -4.1776970e-03 -5.6313258e-04  1.2055906e-03
 -3.0944296e-03  9.7685459e-04  5.1059725e-04 -4.3325173e-03
 -3.4822631e-03 -2.8013042e-03 -4.0195864e-03  4.8053660e-03
  1.2197633e-03 -2.7611100e-03 -2.8374826e-03 -5.0630962e-04
  1.3159614e-03  2.6847424e-03 -3.4767766e-03 -1.1167822e-03
  7.3098874e-04  2.5729127e-03  6.6925888e-04 -5.7400874e-04
  1.5815687e-03  1.3015384e-03 -4.3889005e-03 -4.7958400e-03
  1.6978363e-04 -2.3208365e-03  3.3804087e-04 -3.6753234e-03
 -3.4510402e-03  4.5381500e-03 -4.5732367e-03  1.3755882e-03
  4.4690776e-03  3.3843240e-03 -5.0915023e-05  2.7223267e-03
  1.8090522e-03  1.3315350e-04  3.6725884e-03 -1.8576678e-03
  2.2962140e-03  3.8632900e-03 -1.5689370e-03  2.1843780e-03
  2.9251166e-03  1.2386912e-03 -5.1735160e-03 -4.2127129e-03
  3.5662279e-03  1.4497403e-03  5.0895209e-03  2.5546192e-03
  1.3765737e-03  1.0893050e-03 -3.4474174e-03 -4.8164781e-03
  3.8518624e-03  4.2661624e-03  1.2306886e-03  9.0416468e-04
 -1.3111582e-03  5.1219929e-03  4.2054509e-03 -1.4327164e-03
  1.4910357e-03 -4.3846667e-03  4.5327223e-03  3.0897856e-03
  2.5955064e-03 -3.7934396e-03  4.5711774e-04  4.6911114e-03
  1.8270232e-05  3.4426791e-03  3.4399917e-03 -2.3929924e-03
  2.1715740e-04 -4.7865831e-03  2.9449794e-03  3.2810923e-03
 -2.2094555e-03 -4.6529626e-03  3.8220297e-04  3.3410236e-03
  5.0974069e-03 -2.0490617e-03  3.6173970e-03  3.7314144e-03
  4.0740478e-03 -2.7876790e-04 -1.5479581e-03  4.0979791e-03
  2.2125454e-03  3.0490218e-03 -3.3723963e-03 -2.0033974e-04]"
monumental,"[ 4.8433393e-03  3.7498090e-03  1.6329036e-03  2.4912246e-03
 -4.2004604e-03 -1.8329439e-03  2.3356831e-04 -2.2970275e-03
 -1.4544295e-03  7.1198493e-04 -2.3825245e-03  4.3440722e-03
 -3.4415824e-03  1.1819733e-03 -1.1609104e-03 -4.7525326e-03
 -6.1389705e-04  1.7642882e-03  1.5967427e-03  2.6461959e-04
  3.0176409e-03  2.2522882e-03 -3.0396034e-03  3.9511318e-03
 -4.0481021e-03 -1.7781550e-03 -2.8613426e-03 -3.1139536e-03
  2.4998300e-03 -5.0410540e-03  2.8288122e-03  3.2905375e-03
  3.1133485e-03  9.2896860e-04 -2.8444279e-03 -2.4131804e-03
  2.6328589e-03  1.1684790e-03  8.5655897e-04  2.2711291e-03
 -3.4334341e-03 -1.4679997e-04 -9.0366305e-04 -2.2318147e-03
  4.6950118e-03 -2.0630418e-03 -8.1243337e-04 -2.2550728e-03
 -5.0832778e-03 -3.0512358e-03 -2.8948470e-03  5.6198629e-04
  3.9374446e-03  6.0393498e-04  3.4541993e-03  3.6418538e-03
  4.1766376e-03  1.8821453e-03  1.5994936e-03  4.3937978e-03
  5.4489804e-04  4.7671976e-03 -1.3229836e-03  2.9284034e-03
  3.2528776e-03  1.4744194e-03 -3.7057935e-03 -4.2690509e-03
 -4.1080900e-03 -6.2173873e-04  1.5964691e-03  1.9523111e-03
 -1.9650196e-03  2.8908225e-03  6.2597159e-04  1.2890351e-03
  7.0124801e-04  1.7732088e-03  8.4365332e-05 -3.6235731e-03
 -4.0423972e-04  1.3798529e-03  3.3919904e-03 -4.4486569e-03
  2.7073273e-03  1.3882910e-04 -3.1360062e-03  2.3638762e-03
  3.9222371e-03  2.5598584e-03  1.8238018e-03 -1.1344621e-03
 -3.8165136e-03  2.5828066e-03  5.9368394e-05  3.9855635e-04
 -4.4860179e-03 -2.1043103e-03 -8.7908184e-04  2.9336300e-03]"
drmmjoshibjp,"[ 2.2814744e-03 -5.6162273e-04  2.7370919e-04  4.4735320e-04
 -1.5917275e-03  1.2205917e-03 -3.5544033e-03 -3.6820271e-03
  2.9143784e-03  9.6196809e-04 -1.1895524e-03  4.4584596e-03
  1.4547664e-03 -2.2872314e-03  3.2119472e-03  4.8329105e-04
  3.2788343e-03  8.8309462e-05  1.8717271e-03 -4.5967884e-03
 -2.8395448e-03 -2.6141296e-03  4.9192437e-05  1.6268112e-03
 -7.0645247e-04  4.4449847e-03 -2.0206266e-03 -1.2047102e-03
  1.8745152e-03  1.9068010e-03 -7.2079326e-04 -4.8238420e-04
  4.5323647e-03 -4.8140557e-03 -5.1775336e-04  2.2186241e-03
  1.9379186e-03 -3.9053387e-03 -1.2584728e-04 -4.0396140e-03
 -2.1304644e-03 -2.4714379e-03 -6.9093687e-04  3.6639033e-03
  2.4054858e-03  4.0837846e-04  7.1031851e-04 -3.3285485e-03
  3.0617106e-03 -1.3944393e-03 -2.9273962e-03  4.7415425e-03
 -2.7620443e-03 -1.4582295e-06  9.2489272e-04  3.9172664e-05
  2.5493798e-03 -3.4875255e-03  2.0126139e-03  2.3938963e-04
 -1.2294988e-03  1.0197895e-03 -3.0963868e-03 -4.5650811e-03
  3.1968667e-03 -8.3972223e-04 -5.6691730e-04 -2.3413275e-03
 -3.8524466e-03  4.7343634e-03  2.8176119e-03  3.8345859e-03
 -3.0032659e-03  2.2270465e-03  1.4295726e-03 -3.5562483e-03
 -4.6806261e-03  2.0205243e-03  9.7944599e-04  4.0806201e-03
  2.2883855e-03  3.6410915e-03  3.3631111e-03  4.2687724e-03
  3.8009658e-03 -3.0998930e-03  1.8659910e-03 -3.9027641e-03
 -4.7033303e-03 -1.1998106e-03 -1.0077317e-03  1.1107532e-03
  3.6400711e-04 -1.5877592e-03 -1.9024087e-03  5.0898287e-03
  4.4205338e-03 -2.9900423e-03  2.1885913e-03 -1.4198768e-03]"
ahmedabad,"[-1.9541914e-03 -3.1638241e-03  4.4536199e-03 -2.2390836e-03
 -2.0545523e-03  3.2918057e-03 -6.6849281e-04  5.4158800e-04
 -4.8736474e-05 -1.7744894e-04 -5.9417327e-04 -2.7247272e-03
 -1.6620160e-03 -3.8047980e-03  4.2294208e-03  1.5409848e-03
  1.8581779e-03  3.8193890e-03 -2.3275111e-03  5.5300683e-04
 -1.1130627e-03 -3.1805101e-03 -4.8124944e-03  3.1231483e-03
 -1.9252147e-03  3.6552344e-03 -1.1956220e-03 -2.2289387e-03
  3.1062630e-03  8.7562227e-04  1.8954411e-03  2.5006463e-03
 -3.1483446e-03  2.9376210e-03  3.2645892e-03  1.9234103e-05
  1.3269349e-03  2.3433445e-03  4.7357860e-03  1.5860572e-03
  2.6452749e-03 -2.6030319e-03  1.5829441e-03 -3.1228052e-03
 -1.6283500e-03  2.1467480e-04 -1.5107059e-03 -4.2970818e-03
  9.0316351e-04 -1.7959333e-03 -4.9812365e-03 -1.0553380e-03
 -7.7601353e-04 -9.1069454e-04  1.3096549e-03  2.4636497e-03
  2.8221624e-03  3.4920974e-03  1.9911337e-03  4.4331113e-03
 -1.4333805e-03 -3.2607084e-03 -2.4839209e-03 -4.3413807e-03
 -2.9536863e-03  4.7509852e-03  9.3710399e-04 -1.6055880e-03
  3.7287974e-03  3.3257874e-03  1.9664179e-04  4.2659692e-03
  4.0123928e-03  4.5517297e-03  3.1737946e-03 -6.4560772e-05
 -2.2729393e-03  2.5223300e-03 -1.7438638e-03 -1.0833543e-03
  1.6382778e-03 -1.7480426e-03 -4.5488342e-03 -1.5657610e-03
  3.5448426e-03 -4.5496854e-03 -4.0051416e-03  5.4242619e-04
 -4.3516969e-03 -3.3070473e-03 -4.7906260e-03  5.2283850e-04
 -4.3819990e-04  6.1189465e-04  2.8282178e-03  1.8421783e-03
  1.0201609e-03 -2.2639148e-03 -3.8664491e-04 -4.7302442e-03]"
